گروهی,89176
سبب,88983
جایزه,88954
روسیه,88832
دومین,88818
۱۳,88701
پاسخ,88658
به‌شمار,88628
مشهور,88445
خان,88363
گرفتن,88315
جدا,88255
درآمد,88189
شش,87874
زیاد,87872
دختر,87805
مالی,87792
مهم‌ترین,87390
سرانجام,87177
۲۰۱۰,86798
اوایل,86668
جدول,86651
اساسی,86511
مدل,85994
سالگی,85592
می کند,85368
سده,85309
محصول,85156
پادشاه,85100
قهرمانی,84783
مخالف,84724
بی,84704
امر,84568
بدن,84475
اطراف,84438
سرشماری,84344
جلوگیری,84288
۱۷,84169
مصرف,84110
توصیف,84075
فشار,83899
حق,83880
اختیار,83859
فعالیت‌های,83771
دی,83635
مکان,83099
قنات‌های,82978
بعدی,82881
پایین,82731
درون,82591
۲۴,82502
دولتی,82291
پدرش,82251
تأیید,82115
صدا,81984
مدرسه,81903
بدین,81800
دین,81747
استقلال,81730
کمی,81631
سراسر,81390
گاهی,80932
مجموع,80530
می‌آید,80474
اتفاق,80279
مذهبی,80036
شخصی,80019
ساله,79993
ساختار,79862
ترکیب,79714
می‌گردد,79572
۲۱,79428
۱۹,79423
۲۲,79369
روابط,79341
تعدادی,79114
خودش,78997
مرد,78975
کاربرد,78962
بدست,78941
کاملاً,78937
بالای,78796
تصویر,78748
آزادی,78659
اسفند,78631
شدت,78601
می باشد,78554
شرح,78366
مشترک,78276
تحصیل,78112
سرزمین,77994
بازی‌های,77979
بریتانیا,77948
فاصله,77860
جام,77852
اندازه,77789
ده,77766
محیط,77735
فعال,77550
قدیمی,77547
تاکنون,77525
لازم,77512
فضای,77442
شوروی,77423
محدود,77372
درمان,77292
ژوئیه,77026
خبر,76998
دسته,76818
اهمیت,76812
امپراتوری,76745
حوزه,76653
تأمین,76559
اصل,76351
اگرچه,76284
ببینید,76281
آنکه,76231
بازیکن,76220
مشاهده,76203
حاصل,76201
حد,76114
مستقل,75886
قطعنامه,75750
شخصیت,75705
لیگ,75373
آنچه,75363
افغانستان,75328
بیست,75323
بیرون,75311
شعر,75203
مسئله,75036
قتل,74968
سابق,74925
عربی,74621
ترجمه,74576
گرفته‌است,74527
کیلومتری,74453
رئیس‌جمهور,74165
حل,74153
لحاظ,74076
منتقل,74070
رد,73818
رأی,73767
فرایند,73691
احتمال,73581
خصوص,73551
کوتاه,73470
جایی,73362
دچار,73291
معتقد,73269
قوانین,73261
بسته,73259
ضد,73215
متولد,73098
رسیدن,73096
دفاع,73039
زبان‌های,72953
تر,72915
خورشیدی,72747
شمار,72531
اضافه,72495
مستقیم,72429
جنسی,72073
چهارم,71831
۲۳,71828
امام,71535
تشخیص,71533
عالی,71148
درخواست,71085
سری,71073
مردان,70896
خدمات,70824
خدمت,70701
پشت,69699
اکنون,69686
مناسب,69558
سی,69535
پشتیبانی,69456
تجاری,69417
اعمال,69308
۲۸,69283
چین,69148
دانش,69013
جز,68954
پادشاهی,68800
برده,68759
عامل,68637
سیاست,68589
زمین‌لرزه,68263
۲۶,68166
پر,67878
چرا,67877
۲۷,67797
میرزا,67629
کسانی,67515
مادر,67440
جزیره,67378
اکثر,67342
علم,67303
رهبر,67269
چیزی,67189
۰,67178
حاکم,67151
آذربایجان,67057
خیابان,66778
داشتن,66698
عمر,66673
شیعه,66645
گسترده,66593
قلعه,66528
دید,66414
مشکلات,66301
پزشکی,66225
اختلاف,66094
احتمالاً,65837
خدا,65744
ثابت,65725
مشابه,65713
صفحه,65553
سریال,65517
برادر,65486
رفته,65382
بهمن,65322
اسرائیل,65141
کاری,65115
فیلمی,65047
مسابقه,65030
معماری,65027
باور,64974
تحقیقات,64882
شب,64733
مه,64667
جمع,64634
فوریه,64578
دسترسی,64567
جایگاه,64501
۲۰۱۱,64392
استاندارد,64274
مرتبط,64251
دفتر,64228
مسجد,64220
متن,64192
سنگ,64096
مطالعه,63989
شدید,63972
سنتی,63713
روش‌های,63602
حذف,63579
زنده,63564
عملکرد,63530
رود,63453
استاد,63354
زندان,63238
مقاومت,63154
سفید,63047
چشم,62899
ادبیات,62782
انجمن,62767
فوت,62363
تغییرات,62272
خوبی,62228
بخش‌های,62224
آتش,62200
پوشش,62179
قصد,62178
دینی,62114
خاصی,62094
۱۰۰,62020
تپه,61954
دریایی,61919
کوه,61881
پلیس,61686
آمده‌است,61582
متعلق,61560
پایتخت,61505
درست,61367
داده‌اند,61273
ظاهر,61102
شخص,60973
پروژه,60937
جایگزین,60778
عبور,60473
۲۰۱۲,60460
حداقل,60209
مفهوم,60106
خون,60046
رفتار,59822
تصرف,59756
تأکید,59715
توانایی,59687
شناسایی,59666
مخالفت,59483
ساکن,59452
فرمان,59447
قمری,59400
جنبش,59372
ایشان,59350
دهستان,59343
مسائل,59331
گرفتند,59314
منبع,59276
عرضه,59274
مجبور,59109
برتر,58956
شیخ,58891
قرآن,58856
کارهای,58849
می‌داند,58577
خویش,58342
افرادی,58253
پرواز,58231
برگزاری,58168
مشکل,58114
بیشترین,58067
حکم,58055
رای,57947
آهنگ,57920
موقعیت,57758
محصولات,57711
توان,57551
مقایسه,57525
برخوردار,57432
مسلمانان,57395
اصطلاح,57371
۲۹,57248
برنده,57119
سقوط,57026
باشگاه‌هایی,57017
گوناگون,57005
ابن,56858
مهاجرت,56844
داده‌است,56677
سلطان,56673
می‌باشند,56549
خانوار,56442
جدیدی,56390
۵۰,56314
شهرت,56308
برخورد,56281
خیلی,56134
بهبود,56133
عوامل,56029
مدیر,56029
سلطنت,56019
روایت,56008
سنت,55948
مبارزه,55946
صنعت,55742
موتور,55696
قهرمان,55568
خوانده,55537
بلند,55437
تفاوت,55363
شما,55296
پیشین,55168
عدد,55137
انگلستان,55054
دیدار,55050
مقامات,54922
خرداد,54914
سعی,54856
اقتصاد,54803
کودکان,54759
بومی,54757
می‌شدند,54516
طولانی,54441
مهمی,54433
می‌گویند,54405
قانونی,54374
ایرانیان,54148
تولد,54113
سومین,54081
اش,54038
خطر,54034
حساب,53873
بحث,53749
رایج,53745
متصل,53721
آینده,53699
عصر,53656
فرماندهی,53528
شبیه,53486
جذب,53251
قرارداد,53224
می‌دانند,53187
قادر,53127
فردی,53086
اعتقاد,52998
صادر,52984
۲۰۱۳,52980
کافی,52951
دانشکده,52927
موفقیت,52890
دهند,52786
ارزش,52755
۲۰۰۹,52690
دادگاه,52620
بازسازی,52581
تنظیم,52543
اخیر,52540
دعوت,52431
دقیقه,52337
طور,52316
می‌داد,52237
جوان,52173
سیاه,52089
اختصاص,52040
اصفهان,51921
آخر,51800
قیمت,51784
صنعتی,51775
متری,51757
۲۰۰۸,51740
تیر,51708
حمل,51664
مرز,51652
دکتر,51639
صاحب,51540
فرار,51520
اعتراض,51507
آسیب,51437
آموزشی,51370
مهر,51363
مصر,51310
آبی,51239
رقابت,51139
قالب,51103
ارسال,51074
آلمانی,51047
کنونی,50954
دیدگاه,50873
ترانه,50833
ساده,50814
دانشجویان,50805
صلح,50792
امنیتی,50747
ادعا,50633
جا,50605
سخن,50556
دقیق,50350
اشتباه,50342
اتحادیه,50275
توزیع,50249
پیشرفت,50143
۲۰۱۴,50138
فناوری,50066
ژاپن,50029
انسانی,49989
مؤسسه,49968
مجدد,49945
روزنامه,49902
مطالعات,49858
بوده‌اند,49719
اصول,49713
مربع,49645
ضمن,49614
خودرو,49379
بهره,49363
روند,49187
گرم,49165
جهاد,48979
عثمانی,48976
تدریس,48951
منصوب,48891
شهریور,48850
اهالی,48831
بهتر,48798
عناصر,48766
آزمایش,48763
پنجم,48368
سخت,48358
گاز,48276
رودخانه,48232
رتبه,48140
موسی,48128
۲۰۰۰,48103
خورشید,48020
مراکز,47918
قابلیت,47898
عمده,47845
دستگیر,47748
می‌گیرند,47718
امروز,47676
ریشه,47654
کشیده,47573
اهداف,47531
تابع,47516
فرانسوی,47477
۴۰,47398
توضیح,47348
جنگی,47346
باستان,47315
مبنی,47244
بازیگر,47179
گذاشته,46986
طبقه,46969
تخریب,46946
مرداد,46822
آورده,46811
اتحاد,46760
تجربه,46744
مثلاً,46658
رفتن,46597
تیم‌های,46580
گذاشت,46476
۲۰۰۶,46402
اظهار,46350
تحلیل,46336
خصوصی,46300
دوست,46286
مواجه,46237
فارس,46232
بازداشت,46226
صنایع,46152
اعدام,46132
اقدامات,46087
جرم,46081
کتاب‌های,46005
پا,45979
آبان,45977
زلزله,45886
شیعیان,45865
بروز,45837
دربار,45753
مدرن,45737
۶۰,45675
۲۰۰۷,45636
شاید,45557
خواست,45450
اشغال,45440
اروپایی,45434
برجسته,45431
انتقاد,45298
خاندان,45260
قبلی,45247
مهندسی,45221
بانک,45216
درک,45189
فراوانی,45187
صحبت,45179
برقرار,45129
احمد,45119
پایگاه,45097
زده,45076
دیگران,45039
باستانی,45011
دمای,44949
دانست,44920
معمول,44828
باب,44669
مسئول,44646
تخت,44556
عمدتاً,44536
پیامبر,44528
حملات,44527
اند,44525
فتح,44439
آمدن,44407
رساند,44390
خواهند,44195
خلاف,44112
لقب,44091
گاه,43987
خرید,43948
موزه,43891
پهلوی,43804
اصلاح,43710
محکوم,43641
قطع,43622
پذیرش,43559
ترکیه,43547
اردیبهشت,43442
احساس,43425
درگیری,43364
صد,43236
المپیک,43229
متوجه,43227
تبریز,43166
قطعه,43082
آسیا,43071
ارشد,43031
روشن,42968
ظهور,42962
پیوند,42937
توجهی,42936
امروزی,42868
حقیقت,42851
جاده,42841
بعداً,42790
تجارت,42747
لباس,42747
کدام,42654
جانشین,42628
پیرامون,42554
۲۰۱۵,42542
ماشین,42468
شورش,42442
ایتالیا,42401
درگذشته,42386
ماند,42357
پیوستن,42313
پیوست,42306
متحد,42231
میانه,42223
تازه,42213
کلمه,42128
پول,42045
منفی,42038
رقص,41948
برق,41937
صورتی,41926
متوسط,41912
بتواند,41806
فرمانده,41774
خلق,41760
فلسفه,41740
سوریه,41733
ضبط,41706
متعددی,41699
مجله,41672
ذخیره,41536
دلایل,41504
مقیاس,41440
سرکوب,41331
سریع,41317
امتیاز,41301
جمع‌آوری,41273
۲۰۱۶,41112
حاوی,41045
آماده,41043
می‌برد,41026
فروردین,41018
سامانه,41017
خورشیدگرفتگی,41004
۱۳۸۵,40956
ایستگاه,40885
معادل,40866
بالایی,40781
محله,40778
بیمارستان,40740
کیفیت,40679
عضویت,40572
بیت,40549
خواستار,40538
تحصیلات,40492
سربازان,40483
پیش‌بینی,40448
فنی,40390
معاون,40343
متهم,40330
مثبت,40308
اجرایی,40292
ابتدای,40262
ادبی,40256
جشنواره,40187
مشارکت‌کنندگان,40155
پل,40140
۲۰۰۵,40121
خوب,40079
ملل,40057
مؤثر,40012
تفسیر,39993
رمان,39942
کمیته,39928
دسترس,39864
۳۱,39807
آذر,39785
علاقه,39759
۲۰۱۷,39548
قبول,39485
اندکی,39397
روحانی,39365
اینجا,39360
شیمیایی,39305
سندی,39292
تهدید,39283
زد,39163
بگیرد,39142
مبتنی,39135
افتاد,39105
قدیم,39013
فکر,38996
سازی,38992
دنیای,38940
کنید,38801
سایت,38796
مستقر,38749
لشکر,38723
لایه,38719
امیر,38658
مانده,38629
قطعات,38609
مشارکت,38597
دهنده,38581
جغرافیایی,38579
مسلمان,38567
دانشمندان,38546
انگلیس,38514
متوقف,38513
اسناد,38503
اعتراضات,38484
کلاس,38480
رهبران,38421
صفر,38414
سخنرانی,38401
میزبان,38363
بشر,38313
راهی,38300
کره,38286
ششم,38250
مدال,38214
راست,38199
مخالفان,38190
کاربران,38160
آرامگاه,38049
درگیر,38005
حرفه‌ای,37953
۱۹۹۰,37950
خروج,37940
صحنه,37888
برخلاف,37882
عباس,37879
اوج,37878
خراسان,37862
گشت,37739
سبز,37738
تجهیزات,37688
ظرفیت,37688
تلویزیون,37640
جزو,37604
تک,37599
اطلاعاتی,37533
مبتلا,37523
اتاق,37487
تحقیق,37485
۲۰۱۹,37468
فراوان,37453
فرض,37422
مذهب,37407
معاصر,37370
جدی,37311
۲۰۰,37244
درخت,37244
اثبات,37194
باند,37172
حجم,37157
بکار,37148
کد,37057
۲۰۱۸,37034
گرچه,37004
حفاظت,36999
بنای,36919
مسئولیت,36866
بازیگران,36859
آوردن,36811
خطوط,36793
چپ,36790
کتابی,36788
سینما,36663
زمینی,36646
فرزندان,36605
توافق,36559
باغ,36527
حافظه,36482
دار,36463
قلمرو,36451
پیام,36358
گذشت,36320
می‌پردازد,36292
تقویت,36234
کاخ,36177
فضایی,36166
تصور,36158
شیوه,36157
مطابق,36124
مخصوص,36094
محاسبه,36012
کنگره,35994
تمرکز,35959
روبرو,35948
مقابله,35880
خداوند,35743
آشنا,35689
ق,35590
۲۰۰۴,35562
محاصره,35562
جنس,35453
پرورش,35437
روم,35425
فرستاد,35348
اشعار,35316
بازیکنان,35271
سلسله,35248
مقدس,35237
بیمار,35140
اندازه‌گیری,35118
جلد,35089
حادثه,35087
تکرار,35031
آقای,35025
۲۰۲۰,35001
بازبینی‌شده,34967
اکثریت,34944
اتصال,34943
ابراهیم,34932
فیزیکی,34928
شاخه,34891
کننده,34889
برنامه‌ریزی,34848
انتظار,34761
بافت,34734
ساختن,34669
به‌صورت,34640
جشن,34620
زدن,34601
پارک,34595
عرض,34434
قوی,34418
۱۹۸۰,34403
قم,34389
دشمن,34387
طبیعت,34361
رویداد,34346
پایانی,34335
مغز,34332
عین,34313
تظاهرات,34308
امپراتور,34293
ان,34285
عنصر,34285
محمود,34282
چهل,34259
احداث,34256
ترکیبی,34242
برعهده,34201
تصاویر,34090
برج,34061
متون,34036
حیات,34030
جبهه,33997
فعلی,33980
پست,33973
مدارس,33971
تابستان,33932
افتتاح,33895
تجزیه,33885
امضا,33874
ایفای,33843
آیا,33838
متشکل,33838
حرف,33834
پرتاب,33824
خلیفه,33769
کارشناسی,33696
روزهای,33672
تکمیل,33633
دوره‌های,33594
مهدی,33586
ابزار,33584
ممتنع,33575
کتابخانه,33565
اسم,33551
فوریهٔ,33495
ظاهری,33480
مدعی,33466
تو,33451
بردن,33375
کودک,33351
مانع,33345
شاعر,33332
مراحل,33329
عرب,33306
دریای,33200
مجدداً,33155
جلسه,33023
تماس,33006
خلیج,32990
محور,32928
پدید,32853
سینمایی,32849
ارزیابی,32751
فرستاده,32733
سالانه,32721
جوانان,32706
جلب,32647
جدایی,32620
آیین,32618
می دهد,32600
بنابر,32584
چهارمین,32554
حافظ,32549
انتهای,32416
ساز,32412
خواننده,32410
رسمیت,32359
خلافت,32356
الکتریکی,32341
منطقه‌ای,32339
خطی,32326
شهروندان,32285
پوست,32246
اینترنت,32243
حداکثر,32214
خشک,32150
زندانی,32140
موشک,32110
صرف,32045
حرم,32012
دیوار,31975
غذایی,31966
قرمز,31951
دریاچه,31950
عده‌ای,31933
ملاقات,31926
گردد,31904
فاطمه,31891
۲۰۰۳,31816
شیر,31785
مایل,31763
گیرد,31721
مدار,31679
الگوریتم,31665
ضرب,31618
جزایر,31617
مشهد,31572
آشکار,31571
تسلیم,31519
برگزیده,31495
اسکندر,31493
صدور,31443
سلاح,31434
ساحل,31429
مدرک,31376
کشت,31347
لغو,31313
فلزی,31308
چیز,31304
داشته‌اند,31288
طرفداران,31286
شاهد,31251
عملی,31251
بنیاد,31231
خواندن,31202
ابتدایی,31184
تئاتر,31170
سود,31134
امکانات,31067
کاربر,30967
اقامت,30964
اسپانیا,30937
رژیم,30916
تخمین,30902
محافظت,30825
پرونده,30802
کنیم,30781
مسیحی,30777
برادرش,30752
کوتاهی,30747
سلطنتی,30740
دیدن,30730
رایانه,30726
عادی,30704
۸۰,30686
جمعی,30627
ارمنستان,30612
سنگین,30604
۲۰۰۱,30576
تاج,30565
ستاره,30530
پای,30523
موافق,30489
میانگین,30468
زیبا,30456
قاجار,30455
اقوام,30450
گیاه,30413
کودکی,30405
استقبال,30390
زیردریایی,30370
مأموریت,30364
۱۳۸۶,30355
استدلال,30280
سرد,30256
گیاهان,30240
حین,30237
معرض,30227
موسوم,30212
شیراز,30200
ایفا,30192
آباد,30186
خواند,30176
۱۹۷۰,30144
رضا,30112
پیمان,30090
رواج,30039
ادعای,30034
دوازده,30025
بارها,30020
متغیر,30017
کوچکی,29992
خریداری,29991
بیماران,29983
بند,29981
رها,29977
پایهٔ,29951
۲۰۰۲,29928
معمولی,29887
گرد,29780
ثانیه,29769
عقب,29752
عموماً,29747
سپرده,29740
ادغام,29735
۹۰,29730
محدوده,29692
عقیده,29667
جانب,29656
د,29647
طلا,29623
دیوان,29620
موج,29596
شناخت,29580
متعدد,29556
منتقدان,29532
اوقات,29509
خواهر,29464
کارگران,29448
فوق,29435
بقیه,29403
مستعمره,29387
کلاسیک,29383
اداری,29366
راه‌اندازی,29366
خارجه,29350
گرایش,29312
پنجاه,29301
پیوسته,29289
اختلال,29243
غذا,29231
خروجی,29190
از,29185
ماهی,29157
ساکنان,29153
تبعید,29152
مجوز,29142
مایع,29086
سرویس,29075
بهره‌برداری,29054
سابقه,29050
۷۰,29038
کارخانه,29012
مکتب,28985
عشق,28969
اعتماد,28967
بزرگتر,28954
خبری,28953
دفن,28910
احترام,28906
می‌دادند,28906
تمایل,28893
قطر,28860
شلیک,28846
آمریکای,28834
ارتباطات,28826
اختراع,28824
انسان‌ها,28816
توصیه,28803
سختی,28754
کلید,28742
درمانی,28715
مواردی,28681
تدوین,28667
تحویل,28646
اشکال,28593
قیام,28593
دل,28587
قسمتی,28571
مردمی,28566
کهن,28557
سند,28548
حلقه,28546
پذیرفته,28496
اصلاحات,28495
مبنای,28476
غیره,28455
شهرداری,28395
قبلاً,28387
بغداد,28338
کمتری,28327
ممنوع,28319
۵۰۰,28258
دقت,28254
۱۹۶۰,28241
ضعیف,28193
می‌رفت,28155
تحریک,28132
دهم,28103
سکونت,28098
عبدالله,28098
میراث,28095
ساسانی,28084
فدرال,28077
سوخت,28072
رسماً,28053
زنی,28039
مالیات,28019
امضای,27974
زیست,27972
قبیل,27958
صحیح,27947
درس,27913
بنام,27900
ترکی,27898
کلیه,27880
پاریس,27870
معترضان,27870
لیست,27849
بالاترین,27822
خورد,27822
تخصصی,27820
سطوح,27813
متمرکز,27701
بالغ,27685
خشونت,27669
برداشت,27624
پیروز,27606
حیوانات,27587
بودجه,27520
ذرات,27502
آیه,27474
حوالی,27465
خالی,27463
۳۰۰,27404
حقوقی,27383
ترور,27367
۱۹۹۱,27339
مردمان,27330
مقادیر,27325
می‌خواهد,27318
سلول,27268
ابعاد,27261
بیستم,27255
به‌ویژه,27192
درد,27190
زیبایی,27153
دانسته,27130
آگاهی,27115
پیچیده,27093
۱۹۹۲,27047
آرام,27017
موافقت,26996
بهار,26962
می‌گرفت,26949
جامع,26928
بزرگان,26875
چگونه,26872
فاز,26828
جوامع,26813
اواسط,26809
جزئی,26752
سالن,26715
ستاد,26705
آژانس,26703
اعتبار,26697
شمسی,26695
۱۹۹۸,26656
طبقه‌بندی,26635
مسلح,26626
تربیت,26604
رقم,26598
تدریج,26594
علائم,26594
عربستان,26585
۱۹۹۹,26518
قلب,26505
عکس,26399
روح,26388
فروند,26387
می‌آورد,26378
حکومتی,26358
ارتباطی,26338
کوه‌های,26282
دستی,26280
پیروان,26257
صبح,26256
تعلق,26246
فضا,26230
لندن,26216
اتمام,26210
اطمینان,26193
اسماعیل,26176
جیمز,26170
توپ,26140
سرخ,26132
ارمنی,26120
بحران,26062
اسید,26054
شواهد,26049
دامنه,26043
خدایان,26017
حاکمیت,26004
اطلاع,26001
